gene_id,locus_tag,gene_symbol,product,functional_category,pathway,interpretation_hint,annotation_source
GENE_0272,SIM_RS00272,rps272,Small ribosomal subunit protein,translation,ribosome,Reduced ribosome expression is consistent with growth limitation,synthetic_teaching_annotation
GENE_0289,SIM_RS00289,rpl289,Large ribosomal subunit protein,translation,ribosome,Lower expression can indicate slower growth,synthetic_teaching_annotation
GENE_0020,SIM_RS00020,cell020,Cell envelope biogenesis protein,cell envelope,cell wall and envelope,Cell surface or envelope function,synthetic_teaching_annotation
GENE_0021,SIM_RS00021,hk021,Conserved hypothetical protein,uncharacterized,unknown,No specific interpretation; inspect only if statistically strong,synthetic_teaching_annotation
GENE_0022,SIM_RS00022,met022,Central metabolism enzyme,central metabolism,core metabolism,Housekeeping-like metabolic function,synthetic_teaching_annotation
GENE_0023,SIM_RS00023,abc023,ABC transporter permease,transport,membrane transport,Generic transport function,synthetic_teaching_annotation
GENE_0024,SIM_RS00024,tca024,Tricarboxylic acid cycle enzyme,energy metabolism,TCA cycle,Core energy metabolism annotation,synthetic_teaching_annotation
GENE_0025,SIM_RS00025,sec025,Protein export component,protein processing,protein secretion,Protein localization and secretion function,synthetic_teaching_annotation
GENE_0026,SIM_RS00026,rec026,DNA repair protein,replication and repair,DNA repair,Genome maintenance function,synthetic_teaching_annotation
GENE_0027,SIM_RS00027,lip027,Lipid metabolism enzyme,lipid metabolism,membrane lipid metabolism,Cell envelope or membrane metabolism candidate,synthetic_teaching_annotation
GENE_0028,SIM_RS00028,tf028,Transcriptional regulator,regulation,transcription regulation,Regulatory protein; check neighboring genes or pathway context,synthetic_teaching_annotation
GENE_0029,SIM_RS00029,pep029,Peptidase family protein,protein turnover,proteolysis,Protein turnover function,synthetic_teaching_annotation
GENE_0030,SIM_RS00030,cell030,Cell envelope biogenesis protein,cell envelope,cell wall and envelope,Cell surface or envelope function,synthetic_teaching_annotation
GENE_0031,SIM_RS00031,hk031,Conserved hypothetical protein,uncharacterized,unknown,No specific interpretation; inspect only if statistically strong,synthetic_teaching_annotation
GENE_0032,SIM_RS00032,met032,Central metabolism enzyme,central metabolism,core metabolism,Housekeeping-like metabolic function,synthetic_teaching_annotation
GENE_0033,SIM_RS00033,abc033,ABC transporter permease,transport,membrane transport,Generic transport function,synthetic_teaching_annotation
GENE_0034,SIM_RS00034,tca034,Tricarboxylic acid cycle enzyme,energy metabolism,TCA cycle,Core energy metabolism annotation,synthetic_teaching_annotation
GENE_0035,SIM_RS00035,sec035,Protein export component,protein processing,protein secretion,Protein localization and secretion function,synthetic_teaching_annotation
GENE_0036,SIM_RS00036,rec036,DNA repair protein,replication and repair,DNA repair,Genome maintenance function,synthetic_teaching_annotation
GENE_0038,SIM_RS00038,tf038,Transcriptional regulator,regulation,transcription regulation,Regulatory protein; check neighboring genes or pathway context,synthetic_teaching_annotation
GENE_0039,SIM_RS00039,pep039,Peptidase family protein,protein turnover,proteolysis,Protein turnover function,synthetic_teaching_annotation
GENE_0040,SIM_RS00040,cell040,Cell envelope biogenesis protein,cell envelope,cell wall and envelope,Cell surface or envelope function,synthetic_teaching_annotation
GENE_0041,SIM_RS00041,hk041,Conserved hypothetical protein,uncharacterized,unknown,No specific interpretation; inspect only if statistically strong,synthetic_teaching_annotation
GENE_0042,SIM_RS00042,met042,Central metabolism enzyme,central metabolism,core metabolism,Housekeeping-like metabolic function,synthetic_teaching_annotation
GENE_0043,SIM_RS00043,abc043,ABC transporter permease,transport,membrane transport,Generic transport function,synthetic_teaching_annotation
GENE_0044,SIM_RS00044,tca044,Tricarboxylic acid cycle enzyme,energy metabolism,TCA cycle,Core energy metabolism annotation,synthetic_teaching_annotation
GENE_0045,SIM_RS00045,sec045,Protein export component,protein processing,protein secretion,Protein localization and secretion function,synthetic_teaching_annotation
GENE_0047,SIM_RS00047,lip047,Lipid metabolism enzyme,lipid metabolism,membrane lipid metabolism,Cell envelope or membrane metabolism candidate,synthetic_teaching_annotation
GENE_0048,SIM_RS00048,tf048,Transcriptional regulator,regulation,transcription regulation,Regulatory protein; check neighboring genes or pathway context,synthetic_teaching_annotation
GENE_0049,SIM_RS00049,pep049,Peptidase family protein,protein turnover,proteolysis,Protein turnover function,synthetic_teaching_annotation
GENE_0050,SIM_RS00050,cell050,Cell envelope biogenesis protein,cell envelope,cell wall and envelope,Cell surface or envelope function,synthetic_teaching_annotation
GENE_0052,SIM_RS00052,met052,Central metabolism enzyme,central metabolism,core metabolism,Housekeeping-like metabolic function,synthetic_teaching_annotation
